	S49	S33	S110	S89	S156	S81	S19	S155	S132	S90	S181	S173	S144	S120	S100	S83	S108	S164	S32	S103	S161	S180	S68	S143	S177	S79	S133	S11	S178	S174	S6	S36	S27	S149	S17	S4	S3	S127	S107	S65	S9	S121	S115	S165	S91	S189	S172	S158	S66	S97	S188	S1	S125	S85	S134	S72	S135	S41	S69
S103	1.6910517410579469	0.775438982920267	1.3425672216510895	1.3457960052129931	1.369262959230282	1.2790693930916606	0.48390479795137525	1.1070679825085168	0.5355390838119969	0.9296721378597741	1.741638369491847	1.21387718011438	2.3782220898163273	1.7132068176388122	1.2672564543795468	2.014035603427569	1.0439249552884748	0.5611741139368027	0.7830295813524996	0.0	2.378284703694393	1.5439916366356872	1.3282846223010925	0.9517214730237703	2.683632434614059	2.4071051509305614	1.1185261808232883	1.0051500713443398	2.7467726131991315	1.5306799799831927	0.33802746787447935	0.6177703492174375	0.8830113285566867	2.2048247054254615	0.6669125182909124	2.0127928701921345	1.0597187092041132	0.2137381004638592	2.3619882830490573	1.6694640426157097	2.7651390414729344	0.9852626715856624	1.745169835467031	0.20360838803683426	4.948011765512397	0.803296062868314	0.6749167477839015	0.27468593696843524	1.0779666320070262	0.5164708513636337	1.6792151713654484	2.3713838103580893	1.7652966358870166	1.6578432157684886	0.2296538743647111	1.5023535646607729	1.412336756740948	0.9130422313690596	1.1570936010151904
S161	1.571400154627709	3.0073108709839853	2.653278826881499	1.5195125066026773	1.395230597241448	3.3175803504868107	2.5913245490701327	3.109309344431657	2.7941941248825266	1.45125044714569	1.1536741640467052	1.7788777519597274	0.8928825291365702	1.6676605171835677	2.1621507077018736	1.109101893333481	1.3603575451227046	2.870701886427843	3.0006015326066744	2.378284703694393	0.0	1.079822899921951	3.1494218097119413	2.9686856871357206	1.8814594765698514	0.23412035081111282	3.2680350451726494	2.314741775600082	1.9144754128992751	2.075903525688433	2.562942651913062	2.5007383575581965	1.7379062408747032	3.45976558113026	1.7131025451602675	3.185069123002099	3.319733194303794	2.3515334628480273	3.640724715401497	0.9574160198772688	4.468144882509086	1.4277428941735384	0.9552368603011042	2.5109613453350352	3.2015654013226365	1.9770291141232104	1.919592726293669	2.5662659447247984	2.2808945080307623	1.9174072444327648	1.6136351350020102	2.4928049890191937	0.7437208116212919	1.9025707194611483	2.394378913256523	1.6340103949748854	1.9065626158140654	1.5075786872413919	3.1055677151908765
S180	0.7067801949657572	2.280375466167155	2.287098553214583	0.5987824785390333	0.386303723013604	2.6992214445929865	1.8559904518649644	2.483031563224215	2.034048313598734	0.7461164517656113	0.34816453086644017	0.7406285056918647	1.585003097275966	0.7701071322669026	1.8679571330790723	1.4686158927495159	0.8247987197047155	1.9388515267522974	2.0210174974112745	1.5439916366356872	1.079822899921951	0.0	2.116327565997111	2.3338790023850593	2.3731097381348136	1.0016050131466756	2.268224225867965	1.8994804123669553	2.4216598238631266	1.0692233653664347	1.817119734254757	1.5209108575357944	0.7418750841772207	3.1706310332893763	0.9418547436639896	2.911901736179335	2.582982137340282	1.467089992401578	3.366528021953047	1.0616995898591512	4.042194849093514	0.874000536414107	0.21200325735213837	1.6199508074484283	4.144036541998185	1.4709976559173488	1.3420685356747306	1.6762309168142158	1.2373400465701598	1.2299035835828718	0.6751636044286091	2.635267742299322	0.3497612277502044	0.9430783554617085	1.5004832587593622	0.662803844498682	0.9595269914940922	0.6801385782754341	2.0814692634253342
S68	1.7997959317393997	1.7262765047217814	2.632132469559889	1.6722995634569942	1.7780837304839083	2.2470213877369325	1.6846974645863215	2.157521677877215	1.5888350844303123	1.8779364335990312	2.1187851163249443	1.4045576852949908	3.4470186048614164	1.7477745119984758	2.5937147424198073	3.157573526450806	2.0871472144303476	0.9490335840597988	0.7434772102075832	1.3282846223010925	3.1494218097119413	2.116327565997111	0.0	2.046109530563624	3.9351046695477825	3.0870548076549924	0.5094013208798306	2.3206379174465157	3.996849477572395	1.3108662402501965	1.5344510208056004	0.7726513095659153	1.4375033514468174	3.400270420859538	1.6829837339072182	3.2501419149480477	1.8267365259932726	1.285060529999529	3.541281995882744	2.740549493715498	3.7080413840382294	2.0584428993099135	2.268372008821021	1.1409407335128092	6.086273939457144	2.112580714636611	1.9578838307337545	1.0779493234777586	0.8918142975499698	1.7266773529358264	1.7710560055424107	3.697504077259756	2.4169662967831456	1.5386502955129404	1.2487526359659051	1.640541613497434	1.381600391739318	1.7331835318110445	0.21048009692208297
S143	2.609653353033607	0.3528635275643274	0.7615960322853077	2.2468432961774907	2.246151915626625	0.3682007206961412	0.524443282684896	0.1708004239468719	0.46974591384978176	1.6440916344610277	2.5893786124135842	2.147320261806151	2.684761448560588	2.6408668144525898	1.0666129211251465	2.2596496312865373	1.6390760938049496	1.1051750188047578	1.3380380866882144	0.9517214730237703	2.9686856871357206	2.3338790023850593	2.046109530563624	0.0	2.633653329653892	3.0549089357584074	1.6446378683298586	0.7847746313083419	2.693213998000341	2.478417265438745	0.6534292771393486	1.5039175699102585	1.7868919268079326	1.379095047153098	1.4259979032344279	1.2551185646981857	0.501173555858133	1.052447871943544	1.5010055232984136	2.077225487786413	1.81361608706276	1.5682147255285255	2.5350177095596735	1.0363230308498708	4.9996114061079595	0.9967257723089519	1.0565039977018884	1.0701944045319738	2.016747904649778	1.147937132081433	2.596200220185308	2.0095692057296315	2.49605704943852	2.6010308155664768	1.0548614086513077	2.4261779077662062	2.3579077131080566	1.7134667018666159	1.8409484177149313
S177	3.027578649535727	2.876562963253557	1.9385649833692935	2.7707033818134192	2.649547453666418	2.8656882927904177	2.5561849293331216	2.6975959638124936	2.7724519334406748	2.13502722711409	2.6530573529285624	2.93076507195196	0.9978092504434715	3.1179643696220762	1.574209135331645	0.9151653511253832	1.90699864230512	3.2205129401971804	3.4414667138183113	2.683632434614059	1.8814594765698514	2.3731097381348136	3.9351046695477825	2.633653329653892	0.0	2.099145242423375	3.7989897299572606	1.925030142429828	0.07081341308753854	3.3567439718395233	2.6517880912415284	3.165500882266464	2.6430970695263922	2.297201720861972	2.2715807320622843	2.0640245182364803	3.1244631801859133	2.7098051309754814	2.4335529310813953	1.3613621090962353	3.404986905446834	1.9136675469410547	2.4178310830040597	2.8782196481204982	2.368072070686611	1.8918457534842559	2.0119025231810332	2.9546731679622287	3.276616515138282	2.2283448209924845	3.0406017103079552	0.9410448640937444	2.1912615831434925	3.2820444386605154	2.7553952382939686	2.9755904793378716	3.1678712079475493	2.315079307870605	3.7976209042628706
S79	1.4383662240838269	3.071848585525585	2.78783108534823	1.4405987733295602	1.3117929475338277	3.410347225443783	2.6501184548464667	3.198558344488272	2.848825241715737	1.4844464803675677	1.022653759319085	1.6936432651710533	1.1189792048205898	1.5272333679551222	2.3006332503167157	1.3085332247284525	1.4259678038020935	2.873644360617506	2.985576738052677	2.4071051509305614	0.23412035081111282	1.0016050131466756	3.0870548076549924	3.0549089357584074	2.099145242423375	0.0	3.2386946364912186	2.436127084418124	2.131523993331286	1.9533700190575902	2.6169242169680262	2.474374334208088	1.7013427775624246	3.61016262260688	1.743281391005078	3.3361508722632727	3.384268461129625	2.367277172366778	3.796187288540484	1.1136871680450082	4.6042916799467495	1.494281902319384	0.8437344554212282	2.524528159763591	3.3718214899618135	2.0743152778604004	2.001030819628457	2.5783230595424724	2.204882254226117	1.973298557488089	1.4738553854956182	2.692244052033225	0.679943573806008	1.766309452242952	2.407733175917463	1.5189699248682444	1.8063436946525475	1.5127163120619271	3.0569768838143268
S133	2.091049219057511	1.3120991077791555	2.3030137118847986	1.8847300926250494	1.9694725247952123	1.8017720608342933	1.363537692282133	1.7361152225769527	1.2186540995916648	1.881712535058557	2.3414827233514166	1.6304162722641415	3.434645142446951	2.056492183080451	2.348153795562216	3.0986472801342204	2.060872858275385	0.6041765265728768	0.39005528287242036	1.1185261808232883	3.2680350451726494	2.268224225867965	0.5094013208798306	1.6446378683298586	3.7989897299572606	3.2386946364912186	0.0	2.0514622134341742	3.861251834222377	1.657353468585724	1.2362373791957726	0.7701554507057862	1.538835205172191	3.0000533252490413	1.644535249090326	2.874864761653164	1.3636836894347721	1.1020691912940563	3.1284265570914758	2.718036855445091	3.228097858515229	2.0169634785887913	2.446805986454631	0.9209103882622908	6.039943133778813	1.917474505005745	1.792433720079231	0.8540049886114004	1.157431082134591	1.6020581462218937	2.060425485245705	3.4487602648620284	2.5595295870302084	1.8759956642039373	1.0580643348688261	1.9096512413306315	1.6814331245399141	1.7759834768291733	0.32677896082561037
S11	2.2980691101069772	0.9761147477185727	0.46752498903111483	1.9172925270421182	1.8966776478155571	1.0645962476163164	0.7752556706751523	0.9015571318402954	0.9144845442448543	1.1868688422652	2.176701646779036	1.9304978113524718	1.9430449774413776	2.3613782740078606	0.41530299886832767	1.5285227852762049	1.0936319449621086	1.466470198279304	1.7185670647601374	1.0051500713443398	2.314741775600082	1.8994804123669553	2.3206379174465157	0.7847746313083419	1.925030142429828	2.436127084418124	2.0514622134341742	0.0	1.989630414586647	2.3388180727756755	0.8165854729424121	1.605284978033207	1.5454729574230806	1.4357331848783197	1.0672686770982533	1.2013436521351075	1.2321948049979643	1.1207598173073774	1.5804994137292725	1.3807532092279826	2.2215864378519536	1.0331212103802176	2.074815957349922	1.1943609847608958	4.2794258856996175	0.4510132390095685	0.5831615613421074	1.2439019816283041	1.9885886729335307	0.7940123916312223	2.313255234428478	1.4322815979667003	1.9677566337695438	2.3965913879668506	1.15449407152318	2.148853990678069	2.1500227565052814	1.324299023990452	2.1434689287917976
S178	3.079837214319586	2.938514132049616	1.9958937065773175	2.827279928473571	2.70322194901429	2.9237078775002074	2.616629220887954	2.755155169109175	2.834250062707537	2.1959224393990677	2.7011832400329765	2.9866977899745892	1.0327163252681337	3.1695420209062584	1.6349018961012178	0.9675892424201563	1.9680935721544648	3.282301306456886	3.502399910387601	2.7467726131991315	1.9144754128992751	2.4216598238631266	3.996849477572395	2.693213998000341	0.07081341308753854	2.131523993331286	3.861251834222377	1.989630414586647	0.0	3.4112488491070074	2.7161044188008043	3.2279314528655267	2.7013336315157948	2.3340867429965515	2.3337671504705897	2.1042434142424296	3.185247983286934	2.770415465864089	2.4699345016620464	1.4178256562947995	3.444362325916516	1.9750706887247984	2.463799884251668	2.94068831984134	2.3090163805157804	1.9550985093836684	2.0758535495853114	3.018206469926956	3.3353555598711195	2.2927968917724706	3.0909156145005103	0.9761647056995726	2.2379657798516015	3.334724500443943	2.8158911764329364	3.029087134029862	3.225355705731634	2.375153240397034	3.8595202192490845
S174	0.5579497053454174	2.2789266101927463	2.7430014140640218	0.6644990859064788	0.7326635994977627	2.8036846403884086	1.9751621714572896	2.627931728326592	2.0444764919157525	1.3024574393235597	0.9308034208639459	0.4410943801218604	2.622279254359746	0.46592317143808637	2.466072264346516	2.462166189003854	1.5153575981086724	1.6256836305557247	1.576967202563885	1.5306799799831927	2.075903525688433	1.0692233653664347	1.3108662402501965	2.478417265438745	3.3567439718395233	1.9533700190575902	1.657353468585724	2.3388180727756755	3.4112488491070074	0.0	1.857761241655227	1.0897718571230812	0.8109587372437744	3.6390085797544782	1.2962155798497947	3.4156631437147613	2.521928871873732	1.4386638019384193	3.820431871848848	2.0193162310460964	4.287722771909959	1.5311554758742227	1.1419352269619287	1.4738143814142886	5.2097709145775815	1.9591509421140036	1.7804799702498024	1.4781478789450655	0.5276891288037916	1.5461925473112124	0.4979162630131721	3.442159128519567	1.355002500276044	0.23049408762242068	1.441583159929571	0.44689137981863813	0.3497940484915136	1.1158021757796224	1.3698271552295955
S6	1.9972048929092898	0.4836733854627146	1.1102496289095145	1.6364561803294828	1.6657848577008953	0.9670819986433133	0.3277910257618945	0.8167247817331597	0.29208067261350856	1.1384400547676434	2.0290407533242183	1.53598766135863	2.4574678775651146	2.0284084486624736	1.1455471935775103	2.070968124188355	1.2043643539837523	0.6646991131041269	0.9195173163559689	0.33802746787447935	2.562942651913062	1.817119734254757	1.5344510208056004	0.6534292771393486	2.6517880912415284	2.6169242169680262	1.2362373791957726	0.8165854729424121	2.7161044188008043	1.857761241655227	0.0	0.8954921589225492	1.1950048923725725	1.9512436627761605	0.8903400178145244	1.7749847213371304	0.7854826794363426	0.5121653211052996	2.0900551049101868	1.7725780192113945	2.458773048742117	1.1403577849249082	2.015532448132362	0.45300136827762955	4.967769134701245	0.7772412846023116	0.7082507282940743	0.4725809825381007	1.398459741681896	0.6457549130110015	1.9980131607109206	2.2329422040566316	2.0047186005319806	1.9826512003435832	0.5198410406050327	1.8160139811285905	1.718953598426526	1.162740830870214	1.3471763077721126
S36	1.4081408567416047	1.2433307341072959	1.9599195649047072	1.146982708407792	1.2266312733903995	1.7857175352476768	1.0612041278650115	1.6462561959959516	1.0400680833459306	1.1351390879826582	1.608485564529401	0.9258041536489028	2.704822257313311	1.398066596213853	1.856613550438908	2.398465482746159	1.3324164961316212	0.5639736945748325	0.5816573474164325	0.6177703492174375	2.5007383575581965	1.5209108575357944	0.7726513095659153	1.5039175699102585	3.165500882266464	2.474374334208088	0.7701554507057862	1.605284978033207	3.2279314528655267	1.0897718571230812	0.8954921589225492	0.0	0.7818520031773719	2.8087291084098536	0.9202466937140356	2.6244842027480653	1.4554473018588239	0.5863300121317433	2.963495269946579	1.9911731052131305	3.2921603499827383	1.2984914247633796	1.7001574665903854	0.4773896319359729	5.338018623512115	1.3580107769764596	1.1941423897762609	0.43656949635067255	0.5702192846263191	0.9561743544521741	1.393044885729999	2.951685946854501	1.7971031247301252	1.2704885173768268	0.5653844187449479	1.2194396304189055	1.0309356818540683	1.014164227902832	0.6512655179186662
S27	0.8331180250351399	1.6563678202383794	1.951021029884567	0.5143657896503522	0.49711020433346403	2.1373821187665323	1.285785206114658	1.942084495037489	1.4099816513129697	0.536536994353074	0.877508271684002	0.38997944536906604	2.0370445754820397	0.8590839882196499	1.6557746730405638	1.789487795347828	0.755580564568823	1.2167048053968428	1.2956673777036358	0.8830113285566867	1.7379062408747032	0.7418750841772207	1.4375033514468174	1.7868919268079326	2.6430970695263922	1.7013427775624246	1.538835205172191	1.5454729574230806	2.7013336315157948	0.8109587372437744	1.1950048923725725	0.7818520031773719	0.0	2.8612982806969125	0.4920145632920091	2.6280756361350908	1.9418290154552036	0.809178199110263	3.043231136923124	1.3549558392751424	3.580414057533167	0.7538402545752779	0.9280553121300819	0.9178767273266663	4.6736523933369005	1.1514363805982553	0.9751816207173176	0.9597314454532985	0.6389309439021136	0.7578157003063867	0.8106971945500858	2.6444968400838094	1.0217542240662494	0.8575282924213139	0.8342994933834933	0.644140302790599	0.6771434012730267	0.3597786111769003	1.3745898416932274
S149	3.6500868535720534	1.7259849688557147	0.9683942746735609	3.2885995212961476	3.2287892986353417	1.3022362652637611	1.7506043180980266	1.2783039570181356	1.8213629354216767	2.5416211364549692	3.4893443718538806	3.249252815309149	2.846313330750099	3.6976263299832643	1.3497782330453318	2.435701571287501	2.4199210505454007	2.451368682222264	2.6742157328971263	2.2048247054254615	3.45976558113026	3.1706310332893763	3.400270420859538	1.379095047153098	2.297201720861972	3.61016262260688	3.0000533252490413	1.4357331848783197	2.3340867429965515	3.6390085797544782	1.9512436627761605	2.8087291084098536	2.8612982806969125	0.0	2.421847852944231	0.27485270779006366	1.7442444117150173	2.2667212528265996	0.2384462713268692	2.518504137535735	1.143579782861425	2.35833557466914	3.34765797374432	2.333432709808157	4.51131506082236	1.7584383242427202	1.9327181792876789	2.3937419007622514	3.2502733888602946	2.163766990365094	3.627187174953052	1.3957767708305244	3.23705778639866	3.713928992548186	2.2827367670656957	3.4858560098352256	3.5091554984625217	2.681294009288067	3.1951050282626077
S17	1.2413636745495353	1.3615950216653823	1.4879338353279339	0.8696627353888322	0.846533367077805	1.7834497463711776	0.9719605186704703	1.5853610644768108	1.1305349747810576	0.2630393744395629	1.172573568961232	0.8710501920504526	1.79201053596015	1.2968818827055604	1.1840220267274522	1.4795281678392003	0.4166791343112083	1.1760139418178936	1.342208787313371	0.6669125182909124	1.7131025451602675	0.9418547436639896	1.6829837339072182	1.4259979032344279	2.2715807320622843	1.743281391005078	1.644535249090326	1.0672686770982533	2.3337671504705897	1.2962155798497947	0.8903400178145244	0.9202466937140356	0.4920145632920091	2.421847852944231	0.0	2.1814580674482893	1.6692853113418502	0.6689364112235439	2.5970581703264806	1.0756052018420312	3.1795923694339954	0.37869061006010973	1.1338583235205055	0.8057324031557758	4.420603590838965	0.6792139903363007	0.4977614527536103	0.8624932222787162	1.0466648380653578	0.2988526329801744	1.2490710423549019	2.1879260996277474	1.1150490412554253	1.3336391068100226	0.7131589159175851	1.0831976799195608	1.1124477807973872	0.28777642740161263	1.5695744836998193
S4	3.4045589911805014	1.6077779987270304	0.7377288560940962	3.0440705712427865	2.9802391944540254	1.2481637858827639	1.5757189896983537	1.1821404487633747	1.6734564519836332	2.2890468274665916	3.2318968679729063	3.0169375078392133	2.577425271323677	3.455321079007467	1.0825992993723026	2.1639290178557813	2.1593982689910827	2.305764634439162	2.5359291453697503	2.0127928701921345	3.185069123002099	2.911901736179335	3.2501419149480477	1.2551185646981857	2.0640245182364803	3.3361508722632727	2.874864761653164	1.2013436521351075	2.1042434142424296	3.4156631437147613	1.7749847213371304	2.6244842027480653	2.6280756361350908	0.27485270779006366	2.1814580674482893	0.0	1.673351881676027	2.0735820364086277	0.4765453467061526	2.243939846224871	1.38205895444356	2.0993685828745154	3.0855865226241277	2.154447231578758	4.320804082921987	1.5105695272472488	1.689976536396915	2.2192024382022395	3.044766524989018	1.9303596662017881	3.38407222770886	1.1859807665926478	2.969670207584858	3.4812021757073945	2.0936245306483805	3.244874509052265	3.2791724816116092	2.4342227871329665	3.0488780007283447
S3	2.740780023962919	0.312630527384698	1.249716949459622	2.3964138279246447	2.428649712028409	0.4578582390155297	0.7722822257042637	0.5059345092129374	0.5516754488706027	1.9161941262199307	2.798457652693031	2.2568856780939877	3.1180917828605854	2.7582656224746396	1.553531434826102	2.703808506169344	1.9616918103617749	0.9574615874275679	1.1424697436846014	1.0597187092041132	3.319733194303794	2.582982137340282	1.8267365259932726	0.501173555858133	3.1244631801859133	3.384268461129625	1.3636836894347721	1.2321948049979643	3.185247983286934	2.521928871873732	0.7854826794363426	1.4554473018588239	1.9418290154552036	1.7442444117150173	1.6692853113418502	1.673351881676027	0.0	1.1630383220895397	1.829922950633744	2.4747621894616856	1.8926422592769392	1.893614096755437	2.78624143910356	1.0562802765625852	5.4889799995105	1.400399170774776	1.4087976742039876	1.0479587293682018	2.015284226697612	1.4166677143353739	2.729001696188012	2.500748514454258	2.7805171091301695	2.6783828138237586	1.1460997426647228	2.5517360898244412	2.424061261770291	1.9435404747252372	1.6200215553639905
S127	1.626617903520956	0.8920460544649078	1.433084637884665	1.3047851291336394	1.302097808048516	1.3859096638729103	0.5421296112568873	1.1945164412446916	0.6354205559678161	0.9247051916564657	1.67224565066641	1.1317645120581676	2.3853063823230856	1.6361115566717976	1.3283059764780665	2.0232445994276866	1.0486053849926436	0.5578371059083742	0.7414662295345521	0.2137381004638592	2.3515334628480273	1.467089992401578	1.285060529999529	1.052447871943544	2.7098051309754814	2.367277172366778	1.1020691912940563	1.1207598173073774	2.770415465864089	1.4386638019384193	0.5121653211052996	0.5863300121317433	0.809178199110263	2.2667212528265996	0.6689364112235439	2.0735820364086277	1.1630383220895397	0.0	2.4375216853737154	1.6774858986986443	2.8515569734160153	0.9904002683808453	1.673804830400774	0.23195487221542244	4.951591262720609	0.8599508317270345	0.7353827049290784	0.3510008257220221	0.9929816973248988	0.5875469572472841	1.5894909876912646	2.4284013059524066	1.7164357070810363	1.5694007249713002	0.048285040657175066	1.4282865392985487	1.3631449036662022	0.8911961682641354	1.1183235968277405
S107	3.8325793758109215	1.8385793681648368	1.1202802258703817	3.464902265411344	3.4151537675032153	1.3761226216353477	1.9113740101158367	1.3934514395428614	1.9589214734812015	2.719748405004472	3.6799846949232817	3.43174508847052	3.010667944570784	3.88284142607608	1.5262799756170382	2.6077768228172404	2.5994595015120265	2.5937936901586403	2.8174835035849393	2.3619882830490573	3.640724715401497	3.366528021953047	3.541281995882744	1.5010055232984136	2.4335529310813953	3.796187288540484	3.1284265570914758	1.5804994137292725	2.4699345016620464	3.820431871848848	2.0900551049101868	2.963495269946579	3.043231136923124	0.2384462713268692	2.5970581703264806	0.4765453467061526	1.829922950633744	2.4375216853737154	0.0	2.6949555429387004	0.9840996300439231	2.5386453241374998	3.5424581308277916	2.488487053939456	4.617868845765064	1.9345914421031674	2.1050720358804758	2.540442212866248	3.4217229145400667	2.329833772830922	3.8172353450866816	1.5080369055453213	3.426738888193208	3.898498474181339	2.452449702657111	3.669787639127175	3.680732075369805	2.8595948957454	3.334967969798643
