	S339	S311	S223	S316	S303	S387	S370	S304	S237	S328	S306	S345	S369	S354	S252	S323	S324	S275	S256	S360	S262	S281	S377	S293	S373	S245	S357	S285	S336	S330	S363	S202	S229	S228	S277	S376	S265	S361	S215	S368	S352	S251	S317	S362	S342	S212	S289	S247	S326	S250	S274	S197	S279	S386	S268	S261	S340	S286	S213	S264	S322	S374	S204	S329	S205	S234	S299	S364	S232	S351
S275	3.5263181499671794	1.4744066608865836	3.2491926605815618	2.6866228705705035	3.2316646200874026	4.94259501070902	4.0567709846463815	2.020954301123718	2.240417613489143	3.6129423490837693	3.4655372879741915	2.5162903938618166	1.6632329710173328	3.283669517657775	1.9006912985116984	2.9965544460664133	2.1503737368010434	0.0	3.689980752176038	3.505448088899414	3.36469015468789	2.4268455143472423	1.8773696636495134	3.267750684872551	2.3725704450663003	2.4500895291946825	1.7112389438943316	3.5866621360220283	3.0552318234463227	3.812702965072203	3.336663985308154	2.647233847183539	3.359564080335018	4.709787331992551	3.83625511547733	1.6207545027190853	3.8549999966494677	3.8114976779538923	3.3192216626009663	3.016674525593909	1.854437116381691	3.967087507491976	3.0758844079271923	4.038094922263009	1.9053899674619823	3.7077644594974632	0.6736412850646681	3.304089592233059	3.031530069458897	4.152969952463994	3.4308840816722292	1.746510471439967	0.6523866502419391	4.375355953887536	2.1529946215115556	2.5688137045591404	2.0559485320574207	2.24491675507206	3.0232428020786197	3.7756401122620735	1.6829662987974878	1.8217665446306965	2.9342491933351225	4.077316571203482	3.4625991545586197	1.9925093342171856	3.8068626461512536	3.3889188911370076	4.801038278194599	3.124025246899184
S256	0.5064884800879789	2.7046615074081934	1.1906005202457635	1.0677089888031088	2.036335430172614	5.3462460120782875	1.2420046781030967	1.8476144203052838	1.7599446576955393	0.9053967555997774	0.33314683759960034	2.3773337845104487	2.6808179407349506	0.5690917834403402	2.0136748104269055	1.935302998602506	1.5864438586376535	3.689980752176038	0.0	0.42541859949463845	0.6657922394602577	1.2685852600090082	1.8704371936131257	1.592722775278846	1.321951715091494	1.2577659554801761	2.0072017488662874	1.1420685443299032	1.268407877510324	0.588617319630863	0.3809565400948138	1.0727817911574034	0.6099631774628486	2.2229411572930755	0.5986915008798415	2.7848195079381335	0.34518566539548046	0.879751964129451	0.4864076322139785	0.6815770187968551	1.8397833929537724	1.0681028336800191	0.6297024079699914	0.6815486165757325	1.8166318544784337	1.5455670894096916	3.2106871515908058	0.5344967301396493	0.7287036887403981	0.7454297539856595	2.7035656111401565	3.160116398549758	3.0697065058989814	5.027432353062997	1.7411618789938628	2.1256838271116294	1.8519066896433598	1.5474912913744436	1.9674819312710432	0.5781078289663726	2.3793986608051414	2.2051820274375804	0.8154570529736862	0.6871541732487825	0.5137131232685989	2.6878287825769336	2.1152348450137457	0.498745490699191	2.292295766977858	0.8643787634214789
S360	0.19983392835801408	2.669213358994922	0.7664596792735544	0.8243903785412647	1.6109538485577302	4.923899574365875	0.9405929452224705	1.5644378777867922	1.4358072499524501	0.5152454288636235	0.6115659120723361	1.979356397613155	2.356374476704964	0.7797795606117383	1.985250774185703	1.5142405198048245	1.5065123856426568	3.505448088899414	0.42541859949463845	0.0	0.9404831249748671	1.1156967180812098	1.7773491515468696	1.168548365634309	1.1506753954297393	1.141017743232515	1.7962226073911909	0.743877606505181	0.8549703216653944	0.3553629373488384	0.412823060426099	0.9118873964480148	0.20981695561555733	1.9276255980066974	0.3756784307905796	2.4587935526660045	0.37353410727297964	0.5538138903545521	0.19513793064917365	0.654813751808649	1.6948453080150563	0.770898359073131	0.4852805552005581	0.5661564452897692	1.6174311764337934	1.1472917325206584	3.0848081424300258	0.7357060509753202	0.48611450260072636	0.6723928792476167	2.278576193464993	2.813252160529259	2.8663561004640448	4.605087455905366	1.7276234156220582	1.7282889335401554	1.8381329274321168	1.5127275770726643	1.5454639686334959	0.3744072496309747	2.0757879053131063	2.1912300913938245	0.8571788531082448	0.5913622106602892	0.0888250636911043	2.327195319323424	1.7088212309379176	0.20776822482266244	2.0029440170156056	0.5133948903228948
S262	1.018182251429988	2.207042217835281	1.5948248479056069	1.0775545313992176	2.412226521872969	5.695195987941212	1.8635098026466586	1.7875974559288377	1.791915238638898	1.4501536412632912	0.3437925467937142	2.5623856027823617	2.65173170625511	0.18870571049502852	1.5375361795798006	2.253291989477468	1.2237030903650616	3.36469015468789	0.6657922394602577	0.9404831249748671	0.0	1.0773627086677293	1.4957538486265654	1.9969042434994653	1.144110881999107	1.0188891597948293	1.8009574928096161	1.6614385632643511	1.5965556433007209	1.221351673513289	0.5888888348942513	0.9638873044755158	1.0392100941808875	2.848576085435052	1.2364621306219379	2.752378929053218	1.0051052643753875	1.4844034540470783	0.8512341214715917	0.5679348902330925	1.543008598963399	1.6878552446302095	0.719338977152208	1.3373810633790844	1.608943810557489	2.0688481964562357	2.81258577685058	0.2855352833812974	0.8822007924134544	1.409672651455127	3.080243268634681	3.164470349372465	2.7912017061460377	5.326773419300894	1.276980119851932	2.3226516621130173	1.3688659793489046	1.1223579945405335	2.2921501426271518	1.1839330313671976	2.3178642207493563	1.7028464866868127	0.48865954842264964	1.3519028585442485	1.0043810296131201	2.7446470209611675	2.61315813211766	0.9160791739732043	2.9260332286786555	1.160647420795791
S281	1.1432809308034044	1.6132691649625044	1.1848934793973946	0.35773724405218915	1.7631977869943256	4.883110821144488	1.8652082258816856	0.7276155405754454	0.7921005070063332	1.3694496261182627	1.073998088834384	1.646056493824352	1.583216766183592	0.9415859657289292	0.951975617642182	1.5356359563433952	0.4338892083298833	2.4268455143472423	1.2685852600090082	1.1156967180812098	1.0773627086677293	0.0	0.6742332991231476	1.464607138806228	0.10730774826354482	0.12691142663565672	0.754255172071176	1.4485067257825992	1.052983454148733	1.4484776041877532	0.9104980739496987	0.24421169896961095	1.002549555701454	2.7699192782764	1.473393234976985	1.6879678190787886	1.4414028327696238	1.5356862473290067	0.9215279760637181	0.6026543810908404	0.5859945648856755	1.7260858654363063	0.6551566646563581	1.6765889226861503	0.6097304500969483	1.7589583298652096	1.9740401946076627	0.9339518626041601	0.6369385128582741	1.7763558527608496	2.3627678504043867	2.105097132779477	1.8089214116427714	4.458562252138755	0.7301486074150271	1.4321194497374785	0.8364864572569003	0.5276134312549392	1.578618238301614	1.4024257334781163	1.2529687854723393	1.1526976080561873	0.5891338568309279	1.704566437286642	1.0915957528821973	1.7150416336878522	2.166518329121819	0.9934455719328931	2.8544126920171013	0.8336686604731006
S377	1.8065495924567851	0.9712207370334326	1.8183949220450872	1.0230250929734668	2.25759442320719	5.126926438321158	2.5336911859049756	0.8926488651636154	1.1047047683847975	2.0403955137491883	1.6153054245385445	1.923700480179845	1.5290887261934354	1.4224669218379349	0.3846193171564749	2.007963371288292	0.28472094140738585	1.8773696636495134	1.8704371936131257	1.7773491515468696	1.4957538486265654	0.6742332991231476	0.0	2.0391712575581886	0.6638720830628345	0.6470627505928712	0.561433754931319	2.1041469808123585	1.6616280046586414	2.1167549689032157	1.5208828197223845	0.8926771380213766	1.6752445473812823	3.411833434477437	2.141590752136933	1.6147752764282577	2.085454221353357	2.2095838784829827	1.5822127553756637	1.19052740756201	0.24134452009011098	2.397756344346304	1.3001160786282382	2.3390314277875452	0.5580599050788464	2.384214798920559	1.3460490897975963	1.437488724027534	1.3062279778683006	2.4388692261288427	2.7778281633144926	2.0377483690899	1.325244196144333	4.65319325035245	0.36061086580524976	1.7722610444746516	0.37355449581995437	0.39250106037651783	2.049665374301122	2.064828488513813	1.2136512014825664	0.5373650736307642	1.076850028554794	2.3678478902006357	1.7597343863366617	1.7839711360254389	2.73112271393845	1.654622260156718	3.4990366943420863	1.4970905309303728
S293	1.1257661943070278	2.940151002976585	0.40821450709633156	1.1409021813298177	0.4562334003791657	3.7881712168030055	0.9374005953037514	1.309203796014184	1.060593086290095	0.762761700707588	1.724703326539098	1.0386837089068404	1.73086370129275	1.8118306267267283	2.367373859314647	0.4324684397918915	1.8743566979512474	3.267750684872551	1.592722775278846	1.168548365634309	1.9969042434994653	1.464607138806228	2.0391712575581886	0.0	1.4422433591274482	1.5557623437689037	1.7221039925291972	0.5598791824805527	0.4279510244161745	1.163990800870572	1.445097055805862	1.350457529120053	0.9979236661840027	1.4827536731913922	1.1751021596546323	1.8193439091930104	1.423243695606444	0.9277216550737576	1.1674300299936027	1.4873724466861618	1.8454351029700156	0.9468419897758253	1.292861220850726	1.335031456599756	1.6476803292450555	0.4489209964902687	3.057713096895764	1.760383372637055	1.138607441579226	1.4056975375350012	1.1127643475080284	2.046114470650995	2.628917455397902	3.471462314165436	2.1823825006317286	0.8223582623278781	2.2803169636169147	1.98416525539439	0.4455548117205446	1.1863311358587818	1.5958455477163311	2.5682182322930376	1.6800009807227219	1.3584701778719566	1.081117836274787	1.546864657826005	0.7073280075869817	1.1459999547677846	1.5543590655254522	0.875872417724601
S373	1.1884253649713	1.5868710615683288	1.1769862154574706	0.37303131997364447	1.722511953523344	4.812647514480944	1.8811240376842475	0.6571731438594193	0.7282638423653729	1.3848049923088088	1.1342998984469677	1.5796247776482302	1.5144677443738173	1.004321007300437	0.9443193045636321	1.4908503769080932	0.44502372140332597	2.3725704450663003	1.321951715091494	1.1506753954297393	1.144110881999107	0.10730774826354482	0.6638720830628345	1.4422433591274482	0.0	0.2261273053984246	0.6897449935444048	1.4569184164402584	1.03815879495667	1.4821894223976537	0.9739516433470637	0.32397772334944136	1.033670250075185	2.759130965905312	1.5059401492529112	1.613275110403974	1.4884702370447809	1.5545541574119104	0.9583097377425055	0.6669047201987452	0.5452948139844178	1.747350086957282	0.7038146709904427	1.704341223170946	0.5210312458560368	1.750355729131483	1.9343879490155187	1.0099797135083333	0.6768373699103098	1.8150281839663878	2.3159623948530665	2.0312453254338756	1.7481783466638363	4.3856465930266095	0.7643179258650684	1.374744077259787	0.8411849444878425	0.5439136745510007	1.5340204634276717	1.4473807364804983	1.1768055480880528	1.1534331050818556	0.6576107191573739	1.7385186352262507	1.1216079630331244	1.6414606878103286	2.1391941309501235	1.0406466586185892	2.8479240988927192	0.8654413710581703
S245	1.1606289731940467	1.588020699550219	1.2653228651795372	0.43512860404582665	1.866067386830076	4.996811573128041	1.9169543541996172	0.8231489398531253	0.8982530357685587	1.4233890590731455	1.0437143662230504	1.755866319851092	1.666713055970433	0.8973172069426139	0.9101277402090131	1.6409349818813108	0.38910737730860595	2.4500895291946825	1.2577659554801761	1.141017743232515	1.0188891597948293	0.12691142663565672	0.6470627505928712	1.5557623437689037	0.2261273053984246	0.0	0.8112145566986468	1.5113405494525103	1.140508257025406	1.4759177733754543	0.8936605101716404	0.2534703032247993	1.0389619545313826	2.8467650937982314	1.5017300541795566	1.77514332887763	1.447152770027891	1.583167958787364	0.9466098407042068	0.5810134332394172	0.603384715458675	1.7718793048689137	0.6665319160793567	1.7063904585026402	0.6879788689693525	1.8374289287948111	1.973364584963263	0.8800929165896872	0.6686287108457859	1.7952605795377223	2.4663902710747045	2.1938060650016133	1.8449373420089845	4.570809864924897	0.6473840967937201	1.5388492874125834	0.7825460345019545	0.4709892935304394	1.6836695846058265	1.4183080704418862	1.3412943443766296	1.0997041199468984	0.5386330300528156	1.7283228707661766	1.1250134711794135	1.813930862171585	2.260059899191115	1.0088952864758995	2.927533941087997	0.8774592943193075
S357	1.8168612635135608	1.276477699099025	1.6005235926594192	0.9764575857249975	1.8486772075732987	4.5741567064201725	2.389890443832374	0.4261101980742783	0.6763155583597604	1.9230032531689656	1.8222760377494367	1.4031074560411065	0.9823826969118772	1.6786567530675032	0.8857650675939199	1.5927087277540135	0.6680792119365417	1.7112389438943316	2.0072017488662874	1.7962226073911909	1.8009574928096161	0.754255172071176	0.561433754931319	1.7221039925291972	0.6897449935444048	0.8112145566986468	0.0	1.9275385040219124	1.4159742288009671	2.1022264859269306	1.654360508638094	0.9636753697414292	1.6485697325814785	3.1588297132865097	2.126053356301847	1.067100096862648	2.148321324423952	2.116284502653318	1.6118201089923794	1.3540479084789117	0.34111461680812677	2.283628193238814	1.3813706746499188	2.3312303603781714	0.2921169373918413	2.1234980318938406	1.359125786798593	1.6838686887915106	1.323956735519254	2.4420741729297455	2.3026868268608376	1.4944608446503163	1.0735302855463893	4.094695860232381	0.9040386760982423	1.2880965824465598	0.907216887926185	0.8303791599987593	1.6314750432626053	2.066923700976172	0.6537873809388626	1.0279277085177985	1.3228640458161811	2.367171981894952	1.75234079689292	1.2242065957486397	2.373041964676292	1.6805016933135262	3.248305002626121	1.421847439531164
S285	0.6763720369554775	3.039552730910373	0.34938005888305024	1.09168002001599	0.9965164706057097	4.28325570467065	0.47142227254442465	1.567023307073804	1.3506207556528163	0.2468992571503769	1.3465408277804887	1.570735320077031	2.1654883579511632	1.4902253018448999	2.396453414225418	0.9867755817796007	1.8822653244865648	3.5866621360220283	1.1420685443299032	0.743877606505181	1.6614385632643511	1.4485067257825992	2.1041469808123585	0.5598791824805527	1.4569184164402584	1.5113405494525103	1.9275385040219124	0.0	0.5363351971731172	0.6345774504279122	1.0858042243264014	1.2657833820501454	0.6259253476415146	1.368096489351778	0.6444843374800517	2.266152081570706	0.9097858998157774	0.389143156327056	0.818228208314203	1.2449464782432644	1.955167748015197	0.41437667296211855	1.0393769553311696	0.8092592174423499	1.810074668193188	0.4222830723528381	3.2843782246444544	1.4236489292609404	0.9183652857290766	0.8505670171005068	1.6218931591943635	2.5406292292900066	2.9382531635023637	3.9961103219004293	2.1571466624941324	1.3318341850972515	2.276843721478062	1.9538889893816431	1.003508994484422	0.6595481582311135	1.9735710677767664	2.601181267434787	1.4598354438138805	0.8140234939605006	0.6703326410259014	2.0376286428730253	0.9966043985069465	0.756329157017771	1.42978511555796	0.6523053324521998
S336	0.8266513247300151	2.58180018697352	0.19788007238122096	0.7175392418352011	0.8229475800029113	4.141771323008233	1.004666580524972	1.0386249964047416	0.8165578304006514	0.6190191436853157	1.3485464728872627	1.14658632124253	1.6502004222116733	1.4104767718141298	1.9773222402024733	0.6786221180338302	1.4742242919842334	3.0552318234463227	1.268407877510324	0.8549703216653944	1.5965556433007209	1.052983454148733	1.6616280046586414	0.4279510244161745	1.03815879495667	1.140508257025406	1.4159742288009671	0.5363351971731172	0.0	0.964008850642495	1.065309036799451	0.9283548969083074	0.6610422240220483	1.7741510050105942	0.9821751775140355	1.7506305035892233	1.1705806500983504	0.8252838098491583	0.8029758697721017	1.0687844483395639	1.4851124786452194	0.9359628907977149	0.881562110241796	1.1812359001138308	1.3140254265125317	0.7238085261545983	2.7735777675757727	1.3623116559683297	0.723426677286139	1.2706344022107103	1.486136624304269	2.0523407791583903	2.4064219098655837	3.7942979676097357	1.7772490230477125	0.8911092145531485	1.8792296619610973	1.5737860128484447	0.7134352671248815	0.9670386413365605	1.4405739731121876	2.1812776525593778	1.256034603769556	1.2087088548289944	0.7679195711329484	1.5513057659453153	1.123919439706769	0.8015542024154115	1.852304756214513	0.48985926063742175
S330	0.3398086978970644	3.020617717430538	0.8148729754535223	1.1346575463942672	1.6066155411073522	4.886555259791193	0.6535730271523945	1.8319620658122173	1.672358244004305	0.4024141646669276	0.8785726345997997	2.1001776955824814	2.5745306039364575	1.0838807647939714	2.3365771202374126	1.5643793967392685	1.8499231263566467	3.812702965072203	0.588617319630863	0.3553629373488384	1.221351673513289	1.4484776041877532	2.1167549689032157	1.163990800870572	1.4821894223976537	1.4759177733754543	2.1022264859269306	0.6345774504279122	0.964008850642495	0.0	0.7176165468430815	1.2362154104058403	0.4550373576526239	1.6554263225942563	0.03278287292361558	2.6776441271063103	0.29191564734297	0.30589073288797874	0.543568258292454	1.00079757592997	2.025476970781201	0.48088227861930677	0.8332313017327765	0.28353781672647527	1.93571729927957	1.008340801437171	3.4136428466341675	1.0255535793879287	0.8117506637115185	0.34261667802213797	2.2476334986110715	3.00488362127874	3.168635904072772	4.603157248365457	2.0708289326061884	1.8518963542799998	2.189784391623894	1.8636141414555887	1.5880849398722183	0.18918202451927668	2.320904200751261	2.540416742942961	1.2017820960430472	0.27261754931673177	0.3653988460843903	2.5069229401427884	1.583522098959375	0.47840178534136807	1.717950067846912	0.724468844621412
S363	0.44670273266155414	2.395274766089186	1.042283618316426	0.7262182746693723	1.8794721546394904	5.200433262614258	1.3192540519474776	1.5085170528425602	1.4401634440082878	0.8875502997763961	0.32051244261982337	2.1243012725952526	2.350706766967388	0.4313708126329827	1.6970733583377822	1.741470386006868	1.2401024356698291	3.336663985308154	0.3809565400948138	0.412823060426099	0.5888888348942513	0.9104980739496987	1.5208828197223845	1.445097055805862	0.9739516433470637	0.8936605101716404	1.654360508638094	1.0858042243264014	1.065309036799451	0.7176165468430815	0.0	0.7022554816930175	0.47156818119135907	2.33309296560329	0.7408393134634705	2.460970925619541	0.5856618102544197	0.9487338492239263	0.3111781296423904	0.3417895249400336	1.4873016597372688	1.1443748412753256	0.29693061333327386	0.9156529976726598	1.484878607061697	1.50030342670782	2.8615457164617246	0.338603377584879	0.40931281964158384	0.976618773203888	2.5459461388892937	2.845975000757057	2.7185142312611634	4.850850265948508	1.4073829155350965	1.8684911687078916	1.538019730306933	1.2236396291424345	1.7775696921999038	0.6560945623337318	2.048725518736729	1.8857439686066901	0.5144047524393579	0.9194428420119574	0.46345561468518803	2.3876156303615503	2.053291885891287	0.33121163237649637	2.4025860436552864	0.6074104394229697
S202	0.9185516082833886	1.8384147663291062	1.0374417295594596	0.23441303700826932	1.6939307770263503	4.899316697640504	1.6664089303652476	0.8609299955378554	0.8630881824860784	1.1755606994100498	0.9087310264223432	1.680603648797648	1.714952252054268	0.8136704913058526	1.1617999253826023	1.4842357997691595	0.6415335027964827	2.647233847183539	1.0727817911574034	0.9118873964480148	0.9638873044755158	0.24421169896961095	0.8926771380213766	1.350457529120053	0.32397772334944136	0.2534703032247993	0.9636753697414292	1.2657833820501454	0.9283548969083074	1.2362154104058403	0.7022554816930175	0.0	0.795220212706187	2.6098018287701543	1.2628843960956748	1.828587409100786	1.2261307443946627	1.3364374355548618	0.7202535687965609	0.43694565552830333	0.8186793393126225	1.5207949746881146	0.4606445763244082	1.4761776880606843	0.8358868965779382	1.6051814680017475	2.1994076527848154	0.7710592170354589	0.43134393470404486	1.5585223426603845	2.316104703757099	2.2333422655463377	2.0272150360529224	4.492949588069246	0.8920285901550618	1.4429901392341664	1.0314628548492748	0.7121234409108076	1.5262174118939829	1.1755324656541877	1.4033692100439894	1.3528601342806597	0.4933526516903599	1.4941789781143604	0.8901879038597514	1.8160152826649314	2.0520193402110314	0.7699303841459836	2.686870771641616	0.6257309925804992
S229	0.21314220641553538	2.5932748483407715	0.5923166232752927	0.6801309246214681	1.4411138013068088	4.766815314054913	0.9190888836628741	1.3913465618829055	1.2504860029558411	0.4391810238502051	0.7381362572869935	1.7883680315912036	2.166884054753415	0.8651888235018114	1.9153509112484433	1.3315501620877292	1.4160835538689094	3.359564080335018	0.6099631774628486	0.20981695561555733	1.0392100941808875	1.002549555701454	1.6752445473812823	0.9979236661840027	1.033670250075185	1.0389619545313826	1.6485697325814785	0.6259253476415146	0.6610422240220483	0.4550373576526239	0.47156818119135907	0.795220212706187	0.0	1.906789359215509	0.48045941917081414	2.2727750331215737	0.5498656398268876	0.5550593428352202	0.19599371024319664	0.6407683379224955	1.574797620729961	0.7589912667455856	0.44125313641261604	0.7044609489381664	1.4881891695675538	1.0325459726319328	2.9609551294918095	0.8062355008239076	0.37209904926990806	0.7935236579327114	2.1087815197098094	2.6223021234151433	2.7171153430064763	4.437467398512155	1.6572035164058405	1.532583347023085	1.7758528312069295	1.4473381269624	1.3639419192380755	0.43972254441902403	1.897036065791455	2.1204411478305167	0.8563111028480926	0.7227511561229487	0.140191492435585	2.1353439305816075	1.5832116665729628	0.1720825863098015	1.9802614193237345	0.31078140420913236
S228	1.909593866421753	4.300780211848152	1.6057199512207774	2.4151200523392284	1.551870018047718	3.8978464261108874	1.0594979173487113	2.7619507315751046	2.5188668058492145	1.4755460581599007	2.5087040459142753	2.3200151657851746	3.1435184793324877	2.696448016665418	3.6918511990500584	1.75022798899077	3.199609684668064	4.709787331992551	2.2229411572930755	1.9276255980066974	2.848576085435052	2.7699192782764	3.411833434477437	1.4827536731913922	2.759130965905312	2.8467650937982314	3.1588297132865097	1.368096489351778	1.7741510050105942	1.6554263225942563	2.33309296560329	2.6098018287701543	1.906789359215509	0.0	1.6377628105215516	3.2061150497231408	1.9137106889184066	1.3874083858608928	2.068066737982776	2.5370405350923813	3.2384058364529897	1.2301003227193699	2.333414882057276	1.5705538554501033	3.0301977364365285	1.0760356800190698	4.503773090584522	2.6601447077691627	2.2388661262087384	1.5841835814535394	1.7802225028516234	3.3531548732338328	4.0715405349324305	3.793434271678801	3.4919675480867394	2.19847061306765	3.580672859772326	3.261773457938794	1.7322935607139738	1.7569773778326303	3.0326605220814504	3.9105655539866984	2.7465819625649264	1.5853041653553295	1.8809107507195584	2.8852179758168286	1.0131698736307087	2.029163829740251	0.16568440092357334	2.012970049545709
